,int64,float64,complex128,object,bool
60,1,1.0,(1+0j),1.0,True
61,1,1.0,(1+0j),1.0,True
62,1,1.0,(1+0j),1.0,True
63,1,1.0,(1+0j),1.0,True
64,1,1.0,(1+0j),1.0,True
65,1,1.0,(1+0j),1.0,True
66,1,1.0,(1+0j),1.0,True
67,1,1.0,(1+0j),1.0,True
68,1,1.0,(1+0j),1.0,True
69,1,1.0,(1+0j),1.0,True
70,1,1.0,(1+0j),1.0,True
71,1,1.0,(1+0j),1.0,True
72,1,1.0,(1+0j),1.0,True
73,1,1.0,(1+0j),1.0,True
74,1,1.0,(1+0j),1.0,True
75,1,1.0,(1+0j),1.0,True
76,1,1.0,(1+0j),1.0,True
77,1,1.0,(1+0j),1.0,True
78,1,1.0,(1+0j),1.0,True
79,1,1.0,(1+0j),1.0,True
80,1,1.0,(1+0j),1.0,True
81,1,1.0,(1+0j),1.0,True
82,1,1.0,(1+0j),1.0,True
83,1,1.0,(1+0j),1.0,True
84,1,1.0,(1+0j),1.0,True
85,1,1.0,(1+0j),1.0,True
86,1,1.0,(1+0j),1.0,True
87,1,1.0,(1+0j),1.0,True
88,1,1.0,(1+0j),1.0,True
89,1,1.0,(1+0j),1.0,True
90,1,1.0,(1+0j),1.0,True
91,1,1.0,(1+0j),1.0,True
92,1,1.0,(1+0j),1.0,True
93,1,1.0,(1+0j),1.0,True
94,1,1.0,(1+0j),1.0,True
95,1,1.0,(1+0j),1.0,True
96,1,1.0,(1+0j),1.0,True
97,1,1.0,(1+0j),1.0,True
98,1,1.0,(1+0j),1.0,True
99,1,1.0,(1+0j),1.0,True
100,1,1.0,(1+0j),1.0,True
101,1,1.0,(1+0j),1.0,True
102,1,1.0,(1+0j),1.0,True
103,1,1.0,(1+0j),1.0,True
104,1,1.0,(1+0j),1.0,True
105,1,1.0,(1+0j),1.0,True
106,1,1.0,(1+0j),1.0,True
107,1,1.0,(1+0j),1.0,True
108,1,1.0,(1+0j),1.0,True
109,1,1.0,(1+0j),1.0,True
110,1,1.0,(1+0j),1.0,True
111,1,1.0,(1+0j),1.0,True
112,1,1.0,(1+0j),1.0,True
113,1,1.0,(1+0j),1.0,True
114,1,1.0,(1+0j),1.0,True
115,1,1.0,(1+0j),1.0,True
116,1,1.0,(1+0j),1.0,True
117,1,1.0,(1+0j),1.0,True
118,1,1.0,(1+0j),1.0,True
119,1,1.0,(1+0j),1.0,True
120,1,1.0,(1+0j),1.0,True
121,1,1.0,(1+0j),1.0,True
122,1,1.0,(1+0j),1.0,True
123,1,1.0,(1+0j),1.0,True
124,1,1.0,(1+0j),1.0,True
125,1,1.0,(1+0j),1.0,True
126,1,1.0,(1+0j),1.0,True
127,1,1.0,(1+0j),1.0,True
128,1,1.0,(1+0j),1.0,True
129,1,1.0,(1+0j),1.0,True
130,1,1.0,(1+0j),1.0,True
131,1,1.0,(1+0j),1.0,True
132,1,1.0,(1+0j),1.0,True
133,1,1.0,(1+0j),1.0,True
134,1,1.0,(1+0j),1.0,True
135,1,1.0,(1+0j),1.0,True
136,1,1.0,(1+0j),1.0,True
137,1,1.0,(1+0j),1.0,True
138,1,1.0,(1+0j),1.0,True
139,1,1.0,(1+0j),1.0,True
140,1,1.0,(1+0j),1.0,True
141,1,1.0,(1+0j),1.0,True
142,1,1.0,(1+0j),1.0,True
143,1,1.0,(1+0j),1.0,True
144,1,1.0,(1+0j),1.0,True
145,1,1.0,(1+0j),1.0,True
146,1,1.0,(1+0j),1.0,True
147,1,1.0,(1+0j),1.0,True
148,1,1.0,(1+0j),1.0,True
149,1,1.0,(1+0j),1.0,True
150,1,1.0,(1+0j),1.0,True
151,1,1.0,(1+0j),1.0,True
152,1,1.0,(1+0j),1.0,True
153,1,1.0,(1+0j),1.0,True
154,1,1.0,(1+0j),1.0,True
155,1,1.0,(1+0j),1.0,True
156,1,1.0,(1+0j),1.0,True
157,1,1.0,(1+0j),1.0,True
158,1,1.0,(1+0j),1.0,True
159,1,1.0,(1+0j),1.0,True
160,1,1.0,(1+0j),1.0,True
161,1,1.0,(1+0j),1.0,True
162,1,1.0,(1+0j),1.0,True
163,1,1.0,(1+0j),1.0,True
164,1,1.0,(1+0j),1.0,True
165,1,1.0,(1+0j),1.0,True
166,1,1.0,(1+0j),1.0,True
167,1,1.0,(1+0j),1.0,True
168,1,1.0,(1+0j),1.0,True
169,1,1.0,(1+0j),1.0,True
170,1,1.0,(1+0j),1.0,True
171,1,1.0,(1+0j),1.0,True
172,1,1.0,(1+0j),1.0,True
173,1,1.0,(1+0j),1.0,True
174,1,1.0,(1+0j),1.0,True
175,1,1.0,(1+0j),1.0,True
176,1,1.0,(1+0j),1.0,True
177,1,1.0,(1+0j),1.0,True
178,1,1.0,(1+0j),1.0,True
179,1,1.0,(1+0j),1.0,True
180,1,1.0,(1+0j),1.0,True
181,1,1.0,(1+0j),1.0,True
182,1,1.0,(1+0j),1.0,True
183,1,1.0,(1+0j),1.0,True
184,1,1.0,(1+0j),1.0,True
185,1,1.0,(1+0j),1.0,True
186,1,1.0,(1+0j),1.0,True
187,1,1.0,(1+0j),1.0,True
188,1,1.0,(1+0j),1.0,True
189,1,1.0,(1+0j),1.0,True
190,1,1.0,(1+0j),1.0,True
191,1,1.0,(1+0j),1.0,True
192,1,1.0,(1+0j),1.0,True
193,1,1.0,(1+0j),1.0,True
194,1,1.0,(1+0j),1.0,True
195,1,1.0,(1+0j),1.0,True
196,1,1.0,(1+0j),1.0,True
197,1,1.0,(1+0j),1.0,True
198,1,1.0,(1+0j),1.0,True
199,1,1.0,(1+0j),1.0,True
200,1,1.0,(1+0j),1.0,True
201,1,1.0,(1+0j),1.0,True
202,1,1.0,(1+0j),1.0,True
203,1,1.0,(1+0j),1.0,True
204,1,1.0,(1+0j),1.0,True
205,1,1.0,(1+0j),1.0,True
206,1,1.0,(1+0j),1.0,True
207,1,1.0,(1+0j),1.0,True
208,1,1.0,(1+0j),1.0,True
209,1,1.0,(1+0j),1.0,True
210,1,1.0,(1+0j),1.0,True
211,1,1.0,(1+0j),1.0,True
212,1,1.0,(1+0j),1.0,True
213,1,1.0,(1+0j),1.0,True
214,1,1.0,(1+0j),1.0,True
215,1,1.0,(1+0j),1.0,True
216,1,1.0,(1+0j),1.0,True
217,1,1.0,(1+0j),1.0,True
218,1,1.0,(1+0j),1.0,True
219,1,1.0,(1+0j),1.0,True
220,1,1.0,(1+0j),1.0,True
221,1,1.0,(1+0j),1.0,True
222,1,1.0,(1+0j),1.0,True
223,1,1.0,(1+0j),1.0,True
224,1,1.0,(1+0j),1.0,True
225,1,1.0,(1+0j),1.0,True
226,1,1.0,(1+0j),1.0,True
227,1,1.0,(1+0j),1.0,True
228,1,1.0,(1+0j),1.0,True
229,1,1.0,(1+0j),1.0,True
230,1,1.0,(1+0j),1.0,True
231,1,1.0,(1+0j),1.0,True
232,1,1.0,(1+0j),1.0,True
233,1,1.0,(1+0j),1.0,True
234,1,1.0,(1+0j),1.0,True
235,1,1.0,(1+0j),1.0,True
236,1,1.0,(1+0j),1.0,True
237,1,1.0,(1+0j),1.0,True
238,1,1.0,(1+0j),1.0,True
239,1,1.0,(1+0j),1.0,True
240,1,1.0,(1+0j),1.0,True
241,1,1.0,(1+0j),1.0,True
242,1,1.0,(1+0j),1.0,True
243,1,1.0,(1+0j),1.0,True
244,1,1.0,(1+0j),1.0,True
245,1,1.0,(1+0j),1.0,True
246,1,1.0,(1+0j),1.0,True
247,1,1.0,(1+0j),1.0,True
248,1,1.0,(1+0j),1.0,True
249,1,1.0,(1+0j),1.0,True
250,1,1.0,(1+0j),1.0,True
251,1,1.0,(1+0j),1.0,True
252,1,1.0,(1+0j),1.0,True
253,1,1.0,(1+0j),1.0,True
254,1,1.0,(1+0j),1.0,True
255,1,1.0,(1+0j),1.0,True
256,1,1.0,(1+0j),1.0,True
257,1,1.0,(1+0j),1.0,True
258,1,1.0,(1+0j),1.0,True
259,1,1.0,(1+0j),1.0,True
260,1,1.0,(1+0j),1.0,True
261,1,1.0,(1+0j),1.0,True
262,1,1.0,(1+0j),1.0,True
263,1,1.0,(1+0j),1.0,True
264,1,1.0,(1+0j),1.0,True
265,1,1.0,(1+0j),1.0,True
266,1,1.0,(1+0j),1.0,True
267,1,1.0,(1+0j),1.0,True
268,1,1.0,(1+0j),1.0,True
269,1,1.0,(1+0j),1.0,True
270,1,1.0,(1+0j),1.0,True
271,1,1.0,(1+0j),1.0,True
272,1,1.0,(1+0j),1.0,True
273,1,1.0,(1+0j),1.0,True
274,1,1.0,(1+0j),1.0,True
275,1,1.0,(1+0j),1.0,True
276,1,1.0,(1+0j),1.0,True
277,1,1.0,(1+0j),1.0,True
278,1,1.0,(1+0j),1.0,True
279,1,1.0,(1+0j),1.0,True
280,1,1.0,(1+0j),1.0,True
281,1,1.0,(1+0j),1.0,True
282,1,1.0,(1+0j),1.0,True
283,1,1.0,(1+0j),1.0,True
284,1,1.0,(1+0j),1.0,True
285,1,1.0,(1+0j),1.0,True
286,1,1.0,(1+0j),1.0,True
287,1,1.0,(1+0j),1.0,True
288,1,1.0,(1+0j),1.0,True
289,1,1.0,(1+0j),1.0,True
290,1,1.0,(1+0j),1.0,True
291,1,1.0,(1+0j),1.0,True
292,1,1.0,(1+0j),1.0,True
293,1,1.0,(1+0j),1.0,True
294,1,1.0,(1+0j),1.0,True
295,1,1.0,(1+0j),1.0,True
296,1,1.0,(1+0j),1.0,True
297,1,1.0,(1+0j),1.0,True
298,1,1.0,(1+0j),1.0,True
299,1,1.0,(1+0j),1.0,True
300,1,1.0,(1+0j),1.0,True
301,1,1.0,(1+0j),1.0,True
302,1,1.0,(1+0j),1.0,True
303,1,1.0,(1+0j),1.0,True
304,1,1.0,(1+0j),1.0,True
305,1,1.0,(1+0j),1.0,True
306,1,1.0,(1+0j),1.0,True
307,1,1.0,(1+0j),1.0,True
308,1,1.0,(1+0j),1.0,True
309,1,1.0,(1+0j),1.0,True
310,1,1.0,(1+0j),1.0,True
311,1,1.0,(1+0j),1.0,True
312,1,1.0,(1+0j),1.0,True
313,1,1.0,(1+0j),1.0,True
314,1,1.0,(1+0j),1.0,True
315,1,1.0,(1+0j),1.0,True
316,1,1.0,(1+0j),1.0,True
317,1,1.0,(1+0j),1.0,True
318,1,1.0,(1+0j),1.0,True
319,1,1.0,(1+0j),1.0,True
320,1,1.0,(1+0j),1.0,True
321,1,1.0,(1+0j),1.0,True
322,1,1.0,(1+0j),1.0,True
323,1,1.0,(1+0j),1.0,True
324,1,1.0,(1+0j),1.0,True
325,1,1.0,(1+0j),1.0,True
326,1,1.0,(1+0j),1.0,True
327,1,1.0,(1+0j),1.0,True
328,1,1.0,(1+0j),1.0,True
329,1,1.0,(1+0j),1.0,True
330,1,1.0,(1+0j),1.0,True
331,1,1.0,(1+0j),1.0,True
332,1,1.0,(1+0j),1.0,True
333,1,1.0,(1+0j),1.0,True
334,1,1.0,(1+0j),1.0,True
335,1,1.0,(1+0j),1.0,True
336,1,1.0,(1+0j),1.0,True
337,1,1.0,(1+0j),1.0,True
338,1,1.0,(1+0j),1.0,True
339,1,1.0,(1+0j),1.0,True
340,1,1.0,(1+0j),1.0,True
341,1,1.0,(1+0j),1.0,True
342,1,1.0,(1+0j),1.0,True
343,1,1.0,(1+0j),1.0,True
344,1,1.0,(1+0j),1.0,True
345,1,1.0,(1+0j),1.0,True
346,1,1.0,(1+0j),1.0,True
347,1,1.0,(1+0j),1.0,True
348,1,1.0,(1+0j),1.0,True
349,1,1.0,(1+0j),1.0,True
350,1,1.0,(1+0j),1.0,True
351,1,1.0,(1+0j),1.0,True
352,1,1.0,(1+0j),1.0,True
353,1,1.0,(1+0j),1.0,True
354,1,1.0,(1+0j),1.0,True
355,1,1.0,(1+0j),1.0,True
356,1,1.0,(1+0j),1.0,True
357,1,1.0,(1+0j),1.0,True
358,1,1.0,(1+0j),1.0,True
359,1,1.0,(1+0j),1.0,True
360,1,1.0,(1+0j),1.0,True
361,1,1.0,(1+0j),1.0,True
362,1,1.0,(1+0j),1.0,True
363,1,1.0,(1+0j),1.0,True
364,1,1.0,(1+0j),1.0,True
365,1,1.0,(1+0j),1.0,True
366,1,1.0,(1+0j),1.0,True
367,1,1.0,(1+0j),1.0,True
368,1,1.0,(1+0j),1.0,True
369,1,1.0,(1+0j),1.0,True
370,1,1.0,(1+0j),1.0,True
371,1,1.0,(1+0j),1.0,True
372,1,1.0,(1+0j),1.0,True
373,1,1.0,(1+0j),1.0,True
374,1,1.0,(1+0j),1.0,True
375,1,1.0,(1+0j),1.0,True
376,1,1.0,(1+0j),1.0,True
377,1,1.0,(1+0j),1.0,True
378,1,1.0,(1+0j),1.0,True
379,1,1.0,(1+0j),1.0,True
380,1,1.0,(1+0j),1.0,True
381,1,1.0,(1+0j),1.0,True
382,1,1.0,(1+0j),1.0,True
383,1,1.0,(1+0j),1.0,True
384,1,1.0,(1+0j),1.0,True
385,1,1.0,(1+0j),1.0,True
386,1,1.0,(1+0j),1.0,True
387,1,1.0,(1+0j),1.0,True
388,1,1.0,(1+0j),1.0,True
389,1,1.0,(1+0j),1.0,True
390,1,1.0,(1+0j),1.0,True
391,1,1.0,(1+0j),1.0,True
392,1,1.0,(1+0j),1.0,True
393,1,1.0,(1+0j),1.0,True
394,1,1.0,(1+0j),1.0,True
395,1,1.0,(1+0j),1.0,True
396,1,1.0,(1+0j),1.0,True
397,1,1.0,(1+0j),1.0,True
398,1,1.0,(1+0j),1.0,True
399,1,1.0,(1+0j),1.0,True
400,1,1.0,(1+0j),1.0,True
401,1,1.0,(1+0j),1.0,True
402,1,1.0,(1+0j),1.0,True
403,1,1.0,(1+0j),1.0,True
404,1,1.0,(1+0j),1.0,True
405,1,1.0,(1+0j),1.0,True
406,1,1.0,(1+0j),1.0,True
407,1,1.0,(1+0j),1.0,True
408,1,1.0,(1+0j),1.0,True
409,1,1.0,(1+0j),1.0,True
410,1,1.0,(1+0j),1.0,True
411,1,1.0,(1+0j),1.0,True
412,1,1.0,(1+0j),1.0,True
413,1,1.0,(1+0j),1.0,True
414,1,1.0,(1+0j),1.0,True
415,1,1.0,(1+0j),1.0,True
416,1,1.0,(1+0j),1.0,True
417,1,1.0,(1+0j),1.0,True
418,1,1.0,(1+0j),1.0,True
419,1,1.0,(1+0j),1.0,True
420,1,1.0,(1+0j),1.0,True
421,1,1.0,(1+0j),1.0,True
422,1,1.0,(1+0j),1.0,True
423,1,1.0,(1+0j),1.0,True
424,1,1.0,(1+0j),1.0,True
425,1,1.0,(1+0j),1.0,True
426,1,1.0,(1+0j),1.0,True
427,1,1.0,(1+0j),1.0,True
428,1,1.0,(1+0j),1.0,True
429,1,1.0,(1+0j),1.0,True
430,1,1.0,(1+0j),1.0,True
431,1,1.0,(1+0j),1.0,True
432,1,1.0,(1+0j),1.0,True
433,1,1.0,(1+0j),1.0,True
434,1,1.0,(1+0j),1.0,True
435,1,1.0,(1+0j),1.0,True
436,1,1.0,(1+0j),1.0,True
437,1,1.0,(1+0j),1.0,True
438,1,1.0,(1+0j),1.0,True
439,1,1.0,(1+0j),1.0,True
440,1,1.0,(1+0j),1.0,True
441,1,1.0,(1+0j),1.0,True
442,1,1.0,(1+0j),1.0,True
443,1,1.0,(1+0j),1.0,True
444,1,1.0,(1+0j),1.0,True
445,1,1.0,(1+0j),1.0,True
446,1,1.0,(1+0j),1.0,True
447,1,1.0,(1+0j),1.0,True
448,1,1.0,(1+0j),1.0,True
449,1,1.0,(1+0j),1.0,True
450,1,1.0,(1+0j),1.0,True
451,1,1.0,(1+0j),1.0,True
452,1,1.0,(1+0j),1.0,True
453,1,1.0,(1+0j),1.0,True
454,1,1.0,(1+0j),1.0,True
455,1,1.0,(1+0j),1.0,True
456,1,1.0,(1+0j),1.0,True
457,1,1.0,(1+0j),1.0,True
458,1,1.0,(1+0j),1.0,True
459,1,1.0,(1+0j),1.0,True
460,1,1.0,(1+0j),1.0,True
461,1,1.0,(1+0j),1.0,True
462,1,1.0,(1+0j),1.0,True
463,1,1.0,(1+0j),1.0,True
464,1,1.0,(1+0j),1.0,True
465,1,1.0,(1+0j),1.0,True
466,1,1.0,(1+0j),1.0,True
467,1,1.0,(1+0j),1.0,True
468,1,1.0,(1+0j),1.0,True
469,1,1.0,(1+0j),1.0,True
470,1,1.0,(1+0j),1.0,True
471,1,1.0,(1+0j),1.0,True
472,1,1.0,(1+0j),1.0,True
473,1,1.0,(1+0j),1.0,True
474,1,1.0,(1+0j),1.0,True
475,1,1.0,(1+0j),1.0,True
476,1,1.0,(1+0j),1.0,True
477,1,1.0,(1+0j),1.0,True
478,1,1.0,(1+0j),1.0,True
479,1,1.0,(1+0j),1.0,True
480,1,1.0,(1+0j),1.0,True
481,1,1.0,(1+0j),1.0,True
482,1,1.0,(1+0j),1.0,True
483,1,1.0,(1+0j),1.0,True
484,1,1.0,(1+0j),1.0,True
485,1,1.0,(1+0j),1.0,True
486,1,1.0,(1+0j),1.0,True
487,1,1.0,(1+0j),1.0,True
488,1,1.0,(1+0j),1.0,True
489,1,1.0,(1+0j),1.0,True
490,1,1.0,(1+0j),1.0,True
491,1,1.0,(1+0j),1.0,True
492,1,1.0,(1+0j),1.0,True
493,1,1.0,(1+0j),1.0,True
494,1,1.0,(1+0j),1.0,True
495,1,1.0,(1+0j),1.0,True
496,1,1.0,(1+0j),1.0,True
497,1,1.0,(1+0j),1.0,True
498,1,1.0,(1+0j),1.0,True
499,1,1.0,(1+0j),1.0,True
500,1,1.0,(1+0j),1.0,True
501,1,1.0,(1+0j),1.0,True
502,1,1.0,(1+0j),1.0,True
503,1,1.0,(1+0j),1.0,True
504,1,1.0,(1+0j),1.0,True
505,1,1.0,(1+0j),1.0,True
506,1,1.0,(1+0j),1.0,True
507,1,1.0,(1+0j),1.0,True
508,1,1.0,(1+0j),1.0,True
509,1,1.0,(1+0j),1.0,True
510,1,1.0,(1+0j),1.0,True
511,1,1.0,(1+0j),1.0,True
512,1,1.0,(1+0j),1.0,True
513,1,1.0,(1+0j),1.0,True
514,1,1.0,(1+0j),1.0,True
515,1,1.0,(1+0j),1.0,True
516,1,1.0,(1+0j),1.0,True
517,1,1.0,(1+0j),1.0,True
518,1,1.0,(1+0j),1.0,True
519,1,1.0,(1+0j),1.0,True
520,1,1.0,(1+0j),1.0,True
521,1,1.0,(1+0j),1.0,True
522,1,1.0,(1+0j),1.0,True
523,1,1.0,(1+0j),1.0,True
524,1,1.0,(1+0j),1.0,True
525,1,1.0,(1+0j),1.0,True
526,1,1.0,(1+0j),1.0,True
527,1,1.0,(1+0j),1.0,True
528,1,1.0,(1+0j),1.0,True
529,1,1.0,(1+0j),1.0,True
530,1,1.0,(1+0j),1.0,True
531,1,1.0,(1+0j),1.0,True
532,1,1.0,(1+0j),1.0,True
533,1,1.0,(1+0j),1.0,True
534,1,1.0,(1+0j),1.0,True
535,1,1.0,(1+0j),1.0,True
536,1,1.0,(1+0j),1.0,True
537,1,1.0,(1+0j),1.0,True
538,1,1.0,(1+0j),1.0,True
539,1,1.0,(1+0j),1.0,True
540,1,1.0,(1+0j),1.0,True
541,1,1.0,(1+0j),1.0,True
542,1,1.0,(1+0j),1.0,True
543,1,1.0,(1+0j),1.0,True
544,1,1.0,(1+0j),1.0,True
545,1,1.0,(1+0j),1.0,True
546,1,1.0,(1+0j),1.0,True
547,1,1.0,(1+0j),1.0,True
548,1,1.0,(1+0j),1.0,True
549,1,1.0,(1+0j),1.0,True
550,1,1.0,(1+0j),1.0,True
551,1,1.0,(1+0j),1.0,True
552,1,1.0,(1+0j),1.0,True
553,1,1.0,(1+0j),1.0,True
554,1,1.0,(1+0j),1.0,True
555,1,1.0,(1+0j),1.0,True
556,1,1.0,(1+0j),1.0,True
557,1,1.0,(1+0j),1.0,True
558,1,1.0,(1+0j),1.0,True
559,1,1.0,(1+0j),1.0,True
560,1,1.0,(1+0j),1.0,True
561,1,1.0,(1+0j),1.0,True
562,1,1.0,(1+0j),1.0,True
563,1,1.0,(1+0j),1.0,True
564,1,1.0,(1+0j),1.0,True
565,1,1.0,(1+0j),1.0,True
566,1,1.0,(1+0j),1.0,True
567,1,1.0,(1+0j),1.0,True
568,1,1.0,(1+0j),1.0,True
569,1,1.0,(1+0j),1.0,True
570,1,1.0,(1+0j),1.0,True
571,1,1.0,(1+0j),1.0,True
572,1,1.0,(1+0j),1.0,True
573,1,1.0,(1+0j),1.0,True
574,1,1.0,(1+0j),1.0,True
575,1,1.0,(1+0j),1.0,True
576,1,1.0,(1+0j),1.0,True
577,1,1.0,(1+0j),1.0,True
578,1,1.0,(1+0j),1.0,True
579,1,1.0,(1+0j),1.0,True
580,1,1.0,(1+0j),1.0,True
581,1,1.0,(1+0j),1.0,True
582,1,1.0,(1+0j),1.0,True
583,1,1.0,(1+0j),1.0,True
584,1,1.0,(1+0j),1.0,True
585,1,1.0,(1+0j),1.0,True
586,1,1.0,(1+0j),1.0,True
587,1,1.0,(1+0j),1.0,True
588,1,1.0,(1+0j),1.0,True
589,1,1.0,(1+0j),1.0,True
590,1,1.0,(1+0j),1.0,True
591,1,1.0,(1+0j),1.0,True
592,1,1.0,(1+0j),1.0,True
593,1,1.0,(1+0j),1.0,True
594,1,1.0,(1+0j),1.0,True
595,1,1.0,(1+0j),1.0,True
596,1,1.0,(1+0j),1.0,True
597,1,1.0,(1+0j),1.0,True
598,1,1.0,(1+0j),1.0,True
599,1,1.0,(1+0j),1.0,True
600,1,1.0,(1+0j),1.0,True
601,1,1.0,(1+0j),1.0,True
602,1,1.0,(1+0j),1.0,True
603,1,1.0,(1+0j),1.0,True
604,1,1.0,(1+0j),1.0,True
605,1,1.0,(1+0j),1.0,True
606,1,1.0,(1+0j),1.0,True
607,1,1.0,(1+0j),1.0,True
608,1,1.0,(1+0j),1.0,True
609,1,1.0,(1+0j),1.0,True
610,1,1.0,(1+0j),1.0,True
611,1,1.0,(1+0j),1.0,True
612,1,1.0,(1+0j),1.0,True
613,1,1.0,(1+0j),1.0,True
614,1,1.0,(1+0j),1.0,True
615,1,1.0,(1+0j),1.0,True
616,1,1.0,(1+0j),1.0,True
617,1,1.0,(1+0j),1.0,True
618,1,1.0,(1+0j),1.0,True
619,1,1.0,(1+0j),1.0,True
620,1,1.0,(1+0j),1.0,True
621,1,1.0,(1+0j),1.0,True
622,1,1.0,(1+0j),1.0,True
623,1,1.0,(1+0j),1.0,True
624,1,1.0,(1+0j),1.0,True
625,1,1.0,(1+0j),1.0,True
626,1,1.0,(1+0j),1.0,True
627,1,1.0,(1+0j),1.0,True
628,1,1.0,(1+0j),1.0,True
629,1,1.0,(1+0j),1.0,True
630,1,1.0,(1+0j),1.0,True
631,1,1.0,(1+0j),1.0,True
632,1,1.0,(1+0j),1.0,True
633,1,1.0,(1+0j),1.0,True
634,1,1.0,(1+0j),1.0,True
635,1,1.0,(1+0j),1.0,True
636,1,1.0,(1+0j),1.0,True
637,1,1.0,(1+0j),1.0,True
638,1,1.0,(1+0j),1.0,True
639,1,1.0,(1+0j),1.0,True
640,1,1.0,(1+0j),1.0,True
641,1,1.0,(1+0j),1.0,True
642,1,1.0,(1+0j),1.0,True
643,1,1.0,(1+0j),1.0,True
644,1,1.0,(1+0j),1.0,True
645,1,1.0,(1+0j),1.0,True
646,1,1.0,(1+0j),1.0,True
647,1,1.0,(1+0j),1.0,True
648,1,1.0,(1+0j),1.0,True
649,1,1.0,(1+0j),1.0,True
650,1,1.0,(1+0j),1.0,True
651,1,1.0,(1+0j),1.0,True
652,1,1.0,(1+0j),1.0,True
653,1,1.0,(1+0j),1.0,True
654,1,1.0,(1+0j),1.0,True
655,1,1.0,(1+0j),1.0,True
656,1,1.0,(1+0j),1.0,True
657,1,1.0,(1+0j),1.0,True
658,1,1.0,(1+0j),1.0,True
659,1,1.0,(1+0j),1.0,True
660,1,1.0,(1+0j),1.0,True
661,1,1.0,(1+0j),1.0,True
662,1,1.0,(1+0j),1.0,True
663,1,1.0,(1+0j),1.0,True
664,1,1.0,(1+0j),1.0,True
665,1,1.0,(1+0j),1.0,True
666,1,1.0,(1+0j),1.0,True
667,1,1.0,(1+0j),1.0,True
668,1,1.0,(1+0j),1.0,True
669,1,1.0,(1+0j),1.0,True
670,1,1.0,(1+0j),1.0,True
671,1,1.0,(1+0j),1.0,True
672,1,1.0,(1+0j),1.0,True
673,1,1.0,(1+0j),1.0,True
674,1,1.0,(1+0j),1.0,True
675,1,1.0,(1+0j),1.0,True
676,1,1.0,(1+0j),1.0,True
677,1,1.0,(1+0j),1.0,True
678,1,1.0,(1+0j),1.0,True
679,1,1.0,(1+0j),1.0,True
680,1,1.0,(1+0j),1.0,True
681,1,1.0,(1+0j),1.0,True
682,1,1.0,(1+0j),1.0,True
683,1,1.0,(1+0j),1.0,True
684,1,1.0,(1+0j),1.0,True
685,1,1.0,(1+0j),1.0,True
686,1,1.0,(1+0j),1.0,True
687,1,1.0,(1+0j),1.0,True
688,1,1.0,(1+0j),1.0,True
689,1,1.0,(1+0j),1.0,True
690,1,1.0,(1+0j),1.0,True
691,1,1.0,(1+0j),1.0,True
692,1,1.0,(1+0j),1.0,True
693,1,1.0,(1+0j),1.0,True
694,1,1.0,(1+0j),1.0,True
695,1,1.0,(1+0j),1.0,True
696,1,1.0,(1+0j),1.0,True
697,1,1.0,(1+0j),1.0,True
