! demo8(n).gr.dat : [1..51][1..15]
 +2.015e+001 +1.531e-001 +1.000e+000 +9.640e+004 -1.057e-006 -2.000e-001 +5.041e-001 +3.062e-001 +3.062e+000 +1.103e-006 +8.358e-007 +7.298e-001 +1.103e-006 +8.358e-007 -8.103e-001
 +2.321e+001 +3.210e+000 +1.000e+000 +1.038e+005 -1.138e-006 -1.000e-001 +5.805e-001 +3.297e-001 +3.297e+000 +1.024e-006 +7.898e-007 +9.775e-001 +1.024e-006 +7.898e-007 -9.103e-001
 +2.632e+001 +6.317e+000 +1.000e+000 +1.108e+005 -1.215e-006 +0.000e+000 +6.582e-001 +3.520e-001 +3.520e+000 +9.593e-007 +7.507e-007 +9.794e-001 +9.593e-007 +7.507e-007 -1.010e+000
 +2.947e+001 +9.465e+000 +1.000e+000 +1.175e+005 -1.288e-006 +1.000e-001 +7.370e-001 +3.733e-001 +3.733e+000 +9.047e-007 +7.168e-007 +9.818e-001 +9.047e-007 +7.168e-007 -1.110e+000
 +3.265e+001 +1.265e+001 +1.000e+000 +1.239e+005 -1.358e-006 +2.000e-001 +8.167e-001 +3.936e-001 +3.936e+000 +8.585e-007 +6.875e-007 +9.837e-001 +8.580e-007 +6.872e-007 -1.210e+000
 +3.586e+001 +1.586e+001 +1.000e+000 +1.301e+005 -1.426e-006 +3.000e-001 +8.971e-001 +4.132e-001 +4.132e+000 +8.304e-007 +6.693e-007 +9.852e-001 +8.175e-007 +6.609e-007 -1.310e+000
 +3.904e+001 +1.904e+001 +1.000e+000 +1.365e+005 -1.497e-006 +4.000e-001 +9.766e-001 +4.337e-001 +4.337e+000 +1.078e-006 +8.213e-007 +9.865e-001 +7.827e-007 +6.380e-007 -1.410e+000
 +4.156e+001 +2.156e+001 +1.000e+000 +1.482e+005 -1.625e-006 +5.000e-001 +1.039e+000 +4.708e-001 +4.708e+000 +4.116e-006 +1.877e-006 +9.877e-001 +7.591e-007 +6.222e-007 -1.510e+000
 +4.285e+001 +2.285e+001 +1.000e+000 +1.695e+005 -1.858e-006 +6.000e-001 +1.072e+000 +5.384e-001 +5.384e+000 +1.152e-005 +2.656e-006 +9.888e-001 +7.495e-007 +6.158e-007 -1.610e+000
 +4.358e+001 +2.358e+001 +1.000e+000 +1.952e+005 -2.140e-006 +7.000e-001 +1.090e+000 +6.201e-001 +6.201e+000 +2.014e-005 +2.947e-006 +9.897e-001 +7.456e-007 +6.131e-007 -1.710e+000
 +4.408e+001 +2.408e+001 +1.000e+000 +2.228e+005 -2.442e-006 +8.000e-001 +1.103e+000 +7.077e-001 +7.077e+000 +2.874e-005 +3.081e-006 +9.906e-001 +7.437e-007 +6.119e-007 -1.810e+000
 +4.446e+001 +2.446e+001 +1.000e+000 +2.513e+005 -2.755e-006 +9.000e-001 +1.112e+000 +7.981e-001 +7.981e+000 +3.710e-005 +3.158e-006 +9.913e-001 +7.427e-007 +6.112e-007 -1.910e+000
 +4.477e+001 +2.477e+001 +1.000e+000 +2.803e+005 -3.073e-006 +1.000e+000 +1.120e+000 +8.904e-001 +8.904e+000 +4.521e-005 +3.207e-006 +9.919e-001 +7.421e-007 +6.108e-007 -2.010e+000
 +4.504e+001 +2.504e+001 +1.000e+000 +3.098e+005 -3.396e-006 +1.100e+000 +1.126e+000 +9.838e-001 +9.838e+000 +5.311e-005 +3.241e-006 +9.924e-001 +7.418e-007 +6.105e-007 -2.110e+000
 +4.526e+001 +2.526e+001 +1.000e+000 +3.394e+005 -3.721e-006 +1.200e+000 +1.132e+000 +1.078e+000 +1.078e+001 +6.083e-005 +3.266e-006 +9.929e-001 +7.416e-007 +6.104e-007 -2.210e+000
 +4.547e+001 +2.547e+001 +1.000e+000 +3.693e+005 -4.049e-006 +1.300e+000 +1.137e+000 +1.173e+000 +1.173e+001 +6.842e-005 +3.286e-006 +9.933e-001 +7.415e-007 +6.103e-007 -2.310e+000
 +4.565e+001 +2.565e+001 +1.000e+000 +3.994e+005 -4.378e-006 +1.400e+000 +1.142e+000 +1.268e+000 +1.268e+001 +7.590e-005 +3.301e-006 +9.937e-001 +7.414e-007 +6.103e-007 -2.410e+000
 +4.582e+001 +2.582e+001 +1.000e+000 +4.295e+005 -4.709e-006 +1.500e+000 +1.146e+000 +1.364e+000 +1.364e+001 +8.328e-005 +3.314e-006 +9.941e-001 +7.414e-007 +6.103e-007 -2.510e+000
 +4.597e+001 +2.597e+001 +1.000e+000 +4.598e+005 -5.041e-006 +1.600e+000 +1.150e+000 +1.460e+000 +1.460e+001 +9.060e-005 +3.325e-006 +9.944e-001 +7.414e-007 +6.103e-007 -2.610e+000
 +4.611e+001 +2.611e+001 +1.000e+000 +4.902e+005 -5.374e-006 +1.700e+000 +1.153e+000 +1.557e+000 +1.557e+001 +9.785e-005 +3.334e-006 +9.946e-001 +7.414e-007 +6.103e-007 -2.710e+000
 +4.624e+001 +2.624e+001 +1.000e+000 +5.207e+005 -5.708e-006 +1.800e+000 +1.157e+000 +1.654e+000 +1.654e+001 +1.051e-004 +3.342e-006 +9.949e-001 +7.415e-007 +6.104e-007 -2.810e+000
 +4.636e+001 +2.636e+001 +1.000e+000 +5.512e+005 -6.042e-006 +1.900e+000 +1.160e+000 +1.751e+000 +1.751e+001 +1.122e-004 +3.349e-006 +9.951e-001 +7.415e-007 +6.104e-007 -2.910e+000
 +4.648e+001 +2.648e+001 +1.000e+000 +5.817e+005 -6.377e-006 +2.000e+000 +1.163e+000 +1.848e+000 +1.848e+001 +1.194e-004 +3.354e-006 +9.953e-001 +7.416e-007 +6.104e-007 -3.010e+000
 +4.659e+001 +2.659e+001 +1.000e+000 +6.124e+005 -6.713e-006 +2.100e+000 +1.165e+000 +1.945e+000 +1.945e+001 +1.265e-004 +3.360e-006 +9.955e-001 +7.416e-007 +6.105e-007 -3.110e+000
 +4.669e+001 +2.669e+001 +1.000e+000 +6.430e+005 -7.049e-006 +2.200e+000 +1.168e+000 +2.042e+000 +2.042e+001 +1.335e-004 +3.365e-006 +9.957e-001 +7.417e-007 +6.105e-007 -3.210e+000
 +4.679e+001 +2.679e+001 +1.000e+000 +6.737e+005 -7.386e-006 +2.300e+000 +1.170e+000 +2.140e+000 +2.140e+001 +1.406e-004 +3.369e-006 +9.958e-001 +7.417e-007 +6.105e-007 -3.310e+000
 +4.688e+001 +2.688e+001 +1.000e+000 +7.045e+005 -7.723e-006 +2.400e+000 +1.173e+000 +2.238e+000 +2.238e+001 +1.476e-004 +3.373e-006 +9.960e-001 +7.418e-007 +6.106e-007 -3.410e+000
 +4.697e+001 +2.697e+001 +1.000e+000 +7.353e+005 -8.060e-006 +2.500e+000 +1.175e+000 +2.335e+000 +2.335e+001 +1.546e-004 +3.376e-006 +9.961e-001 +7.418e-007 +6.106e-007 -3.510e+000
